bgc_id,organism,biosynth_class,n_genes,novelty_hashed,novelty_learned,novelty_esm
BGC0001066,Streptomyces violaceoruber,PKS,20,0.7895635673624288,0.18595825426944973,0.18159392789373813
BGC0001635,Nonomuraea sp. ATCC 55076,hybrid,25,0.8053130929791272,0.1859582542694497,0.24459203036053132
BGC0001149,Pseudomonas sp. SHC52,NRPS,5,0.31195445920303605,0.18538899430740036,0.5774193548387097
BGC0001486,Pseudomonas syringae pv. maculicola str. ES4326,RiPP,10,0.45294117647058824,0.18406072106261862,0.6396584440227704
BGC0001629,Pseudomonas sp. QS1027,NRPS,3,0.713662239089184,0.18387096774193548,0.5320683111954458
BGC0002125,Chromobacterium vaccinii MWU205,NRPS,8,0.8597722960151803,0.18387096774193548,0.7430740037950664
BGC0000239,Streptomyces cyanogenus,PKS,32,0.3588235294117647,0.18368121442125235,0.07647058823529412
BGC0000478,uncultured Prochloron sp.,RiPP,1,0.11878557874762807,0.18349146110056924,0.9954459203036052
BGC0002454,Streptomyces sp. NRRL S-4,PKS,21,0.8806451612903226,0.1825426944971537,0.1079696394686907
BGC0000197,Streptomyces echinatus,PKS,23,0.3760910815939279,0.18159392789373813,0.19165085388994307
BGC0002067,Penicillium oxalicum 114-2,hybrid,11,0.6208728652751423,0.18159392789373813,0.08462998102466793
BGC0002558,Streptomyces sp.,PKS,34,0.8770398481973435,0.18140417457305502,0.1876660341555977
BGC0002012,Streptomyces afghaniensis 772,PKS,29,0.6242884250474383,0.18121442125237192,0.08709677419354839
BGC0000496,Streptomyces griseus subsp. griseus NBRC 13350,RiPP,5,0.11252371916508538,0.1810246679316888,0.8787476280834914
BGC0002528,Azotobacter vinelandii CA,NRPS,8,0.42144212523719166,0.1810246679316888,0.749335863377609
BGC0001570,Streptomyces albulus,NRPS,9,0.681404174573055,0.1808349146110057,0.586337760910816
BGC0000416,Xenorhabdus nematophila ATCC 19061,NRPS,3,0.7130929791271348,0.18026565464895636,0.7009487666034155
BGC0002957,Actinoplanes awajinensis subsp. mycoplanecinus ATCC 33919,NRPS,17,0.8275142314990512,0.18026565464895636,0.3394686907020873
BGC0000584,Escherichia coli,RiPP,5,0.06261859582542695,0.17988614800759012,0.9199240986717268
BGC0001941,Myxococcus fulvus,PKS,24,0.8648956356736243,0.179696394686907,0.4335863377609108
BGC0002120,Nocardia terpenica IFM 0706,RiPP,14,0.7857685009487666,0.1781783681214421,0.655977229601518
BGC0001601,Lactobacillus gasseri,RiPP,3,0.5685009487666034,0.1781783681214421,0.9893738140417457
BGC0002424,Saccharothrix sp.,NRPS,6,0.4476280834914611,0.17571157495256168,0.6802656546489564
BGC0001623,Streptomyces sp. MSC090213JE08,hybrid,18,0.7555977229601518,0.17571157495256168,0.2698292220113852
BGC0001839,Aspergillus sp. Z5,terpene,5,0.028842504743833017,0.17552182163187857,0.9375711574952561
BGC0001550,Streptomyces katrae,RiPP,5,0.11233396584440228,0.17533206831119544,0.3239089184060721
BGC0001222,Lactobacillus acidophilus,RiPP,7,0.059962049335863375,0.17514231499051233,0.6850094876660342
BGC0000441,Actinoplanes teichomyceticus,NRPS,49,0.9087286527514231,0.1749525616698292,0.04592030360531309
BGC0002505,Xenoacremonium sp. BF-2018a,hybrid,7,0.44003795066413665,0.17419354838709677,0.2523719165085389
BGC0000447,Pseudomonas costantinii,NRPS,10,0.6882352941176471,0.17419354838709677,0.07020872865275142
BGC0002695,Bacillus sp. WMMC1349,NRPS,10,0.5366223908918406,0.17400379506641367,0.886337760910816
BGC0001619,Streptomyces sp. WAC2288,PKS,41,0.9647058823529412,0.17400379506641367,0.04269449715370019
BGC0002873,Burkholderia gladioli BCC0238,PKS,56,0.9857685009487667,0.17324478178368122,0.388235294117647
BGC0003159,Colletotrichum gloeosporioides ,terpene,1,0.08804554079696394,0.1730550284629981,0.916888045540797
BGC0002383,Streptomyces sp. SN-593,PKS,27,0.5500948766603415,0.17286527514231498,0.12030360531309298
BGC0002123,Pseudovibrio brasiliensis Ab134,hybrid,15,0.6935483870967742,0.17267552182163187,0.8148007590132826
BGC0001293,Streptomyces sp. NCIB 11649,PKS,17,0.7903225806451613,0.17248576850094877,0.2345351043643264
BGC0000544,Planomonospora alba,RiPP,15,0.3252371916508539,0.17248576850094877,0.5544592030360531
BGC0000437,Pseudomonas syringae pv. syringae B728a,NRPS,17,0.9426944971537001,0.17248576850094877,0.16223908918406071
BGC0000482,uncultured Prochloron sp.,RiPP,1,0.006641366223908918,0.17248576850094877,0.9973434535104364
BGC0000102,Micromonospora griseorubida,PKS,21,0.8766603415559773,0.17191650853889945,0.3083491461100569
BGC0001392,Chitinophaga pinensis DSM 2588,RiPP,17,0.4332068311195446,0.17172675521821634,0.942314990512334
BGC0003002,Actinoplanes sp. DSM24059,RiPP,7,0.10284629981024668,0.1715370018975332,0.6500948766603416
BGC0000085,Streptomyces rochei,PKS,30,0.9514231499051233,0.17096774193548386,0.16907020872865275
BGC0000397,Nostoc sp. ATCC 53789,NRPS,7,0.41214421252371913,0.17058823529411765,0.6301707779886148
BGC0001447,Saccharomonospora azurea SZMC 14600,PKS,37,0.8455407969639468,0.16679316888045542,0.24592030360531308
BGC0000494,Streptococcus uberis,RiPP,7,0.1159392789373814,0.16679316888045542,0.7504743833017078
BGC0001432,Stigmatella erecta,hybrid,7,0.8354838709677419,0.16565464895635673,0.266034155597723
BGC0000290,Streptomyces toyocaensis,NRPS,34,0.5364326375711574,0.16565464895635673,0.012903225806451613
BGC0000261,Streptomyces sp. R1128,PKS,14,0.24800759013282733,0.1648956356736243,0.357685009487666
BGC0000031,Streptomyces parvulus,PKS,43,0.7430740037950664,0.16470588235294117,0.06603415559772297
BGC0000042,Streptomyces sp. MJ635-86F5,PKS,40,0.9362428842504744,0.16470588235294117,0.06698292220113852
BGC0000087,Streptomyces lasaliensis,PKS,53,0.8062618595825426,0.16394686907020872,0.19222011385199242
BGC0003010,Mycetohabitans  endofungorum B5 (HKI-0456),NRPS,5,0.6882352941176471,0.1635673624288425,0.8982922201138519
BGC0000086,Streptomyces lasaliensis,PKS,24,0.8724857685009488,0.16318785578747627,0.1506641366223909
BGC0002267,Aspergillus terreus NIH2624,PKS,16,0.6753320683111954,0.16299810246679317,0.20189753320683113
BGC0000501,Catenulispora acidiphila DSM 44928,RiPP,5,0.1605313092979127,0.16223908918406071,0.8096774193548387
BGC0000092,Micromonospora megalomicea subsp. nigra,PKS,19,0.9018975332068311,0.16223908918406071,0.16091081593927894
BGC0001558,Streptomyces sp. CNT302,PKS,52,0.8647058823529412,0.16223908918406071,0.035483870967741936
BGC0001752,Streptomyces sp. MBT76,NRPS,18,0.34516129032258064,0.1618595825426945,0.3592030360531309
BGC0002448,Streptomyces violaceusniger,NRPS,40,0.735673624288425,0.1618595825426945,0.38368121442125236
BGC0002512,Brasilonema sp. CT11,NRPS,6,0.36660341555977227,0.1618595825426945,0.2889943074003795
BGC0002038,Streptomyces sp. DASNCL29,PKS,30,0.9379506641366224,0.16110056925996205,0.04800759013282732
BGC0002978,Streptomyces sp SNJ018,NRPS,26,0.9935483870967743,0.1605313092979127,0.4102466793168881
BGC0000021,Nocardiopsis sp. FU 40,PKS,39,0.9563567362428842,0.1603415559772296,0.06963946869070209
BGC0002361,Streptomyces sp. IB201691-2A2,PKS,32,0.966034155597723,0.1601518026565465,0.01726755218216319
BGC0002455,Burkholderia gladioli,PKS,46,0.9144212523719165,0.1601518026565465,0.4018975332068311
BGC0002445,Armillaria gallica,terpene,5,0.0967741935483871,0.15844402277039848,0.9176470588235295
BGC0001481,Fusarium fujikuroi IMI 58289,terpene,1,0.007020872865275142,0.15787476280834917,0.9537001897533206
BGC0000035,Streptomyces bikiniensis,PKS,41,0.8869070208728653,0.15787476280834917,0.08121442125237191
BGC0000096,Streptomyces mycarofaciens,PKS,43,0.8290322580645162,0.15673624288425048,0.8104364326375711
BGC0000114,Streptomyces violaceusniger,PKS,18,0.8808349146110057,0.15635673624288426,0.10360531309297913
BGC0000519,Actinomadura namibiensis,RiPP,5,0.16907020872865275,0.15635673624288426,0.8111954459203037
BGC0001178,Actinoplanes sp. ATCC 53533,NRPS,46,0.8351043643263757,0.15616698292220116,0.0174573055028463
BGC0001954,Talaromyces wortmannii,hybrid,6,0.45920303605313095,0.15559772296015179,0.1574952561669829
BGC0002322,Citrobacter pasteurii,RiPP,4,0.09335863377609108,0.15483870967741936,0.9026565464895635
BGC0001117,Streptomyces himastatinicus ATCC 53653,NRPS,25,0.8683111954459203,0.15370018975332067,0.1599620493358634
BGC0000349,Saccharopolyspora erythraea NRRL 2338,NRPS,7,0.41214421252371913,0.15351043643263756,0.4430740037950664
BGC0002419,Acidovorax citrulli AAC00-1,hybrid,16,0.6115749525616698,0.15313092979127135,0.6833017077798862
BGC0001475,Aspergillus terreus NIH2624,terpene,4,0.07324478178368121,0.15294117647058825,0.6717267552182162
BGC0000438,Pseudomonas syringae pv. syringae,NRPS,3,0.7559772296015179,0.15275142314990514,0.21764705882352942
BGC0002356,Streptomyces blastmyceticus,PKS,25,0.9722960151802656,0.152561669829222,0.02049335863377609
BGC0000513,Saccharopolyspora erythraea NRRL 2338,RiPP,4,0.19924098671726753,0.15199240986717266,0.8546489563567362
BGC0000232,Streptomyces sp. 2238-SVT4,PKS,33,0.7821631878557875,0.15199240986717266,0.12903225806451613
BGC0002140,Streptomyces sp. MBT84,PKS,37,0.5793168880455408,0.15180265654648956,0.016888045540796964
BGC0002111,Bacillus thuringiensis serovar andalousiensis NRRL B-23139,RiPP,11,0.9901328273244783,0.15123339658444024,0.7092979127134725
BGC0000491,Lactobacillus gasseri,RiPP,7,0.05502846299810246,0.15028462998102465,0.6967741935483871
BGC0001569,Streptomyces noursei ATCC 11455,NRPS,24,0.6626185958254269,0.15009487666034155,0.22087286527514233
BGC0000400,Paenibacillus sp. OSY-SE,NRPS,5,0.45426944971537003,0.14857685009487664,0.701707779886148
BGC0000194,Streptomyces coelicolor A3(2),PKS,22,0.9920303605313092,0.14838709677419354,0.2144212523719165
BGC0002346,Saccharopolyspora sp.,RiPP,11,0.029601518026565465,0.14838709677419354,0.4671726755218216
BGC0000339,Streptomyces lasaliensis,NRPS,18,0.7546489563567362,0.14800759013282733,0.17248576850094877
BGC0000997,[Polyangium] brachysporum,hybrid,19,0.5971537001897533,0.14800759013282733,0.6537001897533207
BGC0002788,Streptomyces peucetius subsp. caesius ATCC 27952,PKS,34,0.7912713472485768,0.14686907020872864,0.10189753320683112
BGC0001434,Xenorhabdus budapestensis,NRPS,3,0.7225806451612904,0.14667931688804553,0.7563567362428842
BGC0000546,Streptomyces albidoflavus,RiPP,9,0.325426944971537,0.1459203036053131,0.9385199240986717
BGC0002344,Nonomuraea coxensis DSM 45129,NRPS,36,0.7833017077798862,0.14573055028463,0.024857685009487665
BGC0000109,Streptomyces cyaneogriseus subsp. noncyanogenus,PKS,12,0.9017077798861479,0.14573055028463,0.3388994307400379
BGC0002143,Streptomyces sp. CA-256286,PKS,39,0.6506641366223909,0.1455407969639469,0.05028462998102467
BGC0000395,Nocardia uniformis subsp. tsuyamanensis,NRPS,14,0.37077798861480077,0.14478178368121442,0.5191650853889943
BGC0001692,Xenorhabdus nematophila ATCC 19061,NRPS,15,0.7339658444022771,0.1444022770398482,0.7286527514231499
BGC0000624,Lactobacillus salivarius,RiPP,12,0.5468690702087287,0.14364326375711572,0.7533206831119544
BGC0002765,Pseudomonas sp. QS1027,NRPS,3,0.7413662239089185,0.14345351043643265,0.5307400379506642
BGC0002701,Paenibacillus thiaminolyticus,RiPP,11,0.9880455407969639,0.14231499051233398,0.6497153700189753
BGC0002868,Streptomyces sp PC5,NRPS,22,0.993168880455408,0.14231499051233396,0.39468690702087283
BGC0002850,Streptomyces  PC5,NRPS,22,0.9933586337760911,0.1417457305502846,0.3943074003795066
BGC0002934,Myxococcus  fulvus MCy8288,RiPP,10,0.31821631878557877,0.14079696394686908,0.789753320683112
BGC0002382,Grimontia marina,RiPP,11,0.10872865275142315,0.14060721062618597,0.7032258064516128
BGC0000403,Paenibacillus elgii,NRPS,8,0.2867172675521822,0.14041745730550284,0.6555977229601517
BGC0001639,Klebsiella pneumoniae,RiPP,5,0.06072106261859582,0.14041745730550284,0.8707779886148008
BGC0001305,Fusarium fujikuroi IMI 58289,PKS,6,0.3760910815939279,0.1400379506641366,0.08235294117647059
BGC0001881,Pyricularia grisea,hybrid,11,0.2519924098671727,0.13946869070208728,0.1240986717267552
BGC0000311,Amycolatopsis balhimycina DSM 5908,NRPS,37,0.8307400379506642,0.13946869070208728,0.017077798861480076
BGC0001201,Sorangium cellulosum So ce56,terpene,2,0.745920303605313,0.13870967741935486,0.9679316888045542
BGC0001022,Stigmatella aurantiaca,hybrid,11,0.8394686907020872,0.13870967741935483,0.36622390891840606
BGC0000060,Streptomyces pulveraceus,PKS,21,0.8326375711574953,0.13870967741935483,0.09468690702087287
BGC0000687,Diaporthe amygdali,terpene,7,0.03472485768500949,0.13870967741935483,0.8664136622390892
BGC0000359,Thermobifida fusca YX,NRPS,9,0.5652751423149904,0.13851992409867173,0.6148007590132827
BGC0000289,Nonomuraea gerenzanensis,NRPS,55,0.8218216318785578,0.13833017077798862,0.0618595825426945
BGC0001356,Paenibacillus dendritiformis C454,RiPP,6,0.16280834914611003,0.1383301707779886,0.9510436432637571
BGC0002316,Saccharopolyspora cebuensis,RiPP,8,0.013851992409867172,0.13795066413662238,0.8098671726755218
BGC0002540,Streptomyces hygrospinosus subsp. beijingensis,PKS,20,0.7736242884250475,0.13738140417457306,0.04155597722960152
BGC0000245,Streptomyces sp. AM-7161,PKS,36,0.7252371916508539,0.1364326375711575,0.07172675521821631
BGC0000443,Pseudomonas sp. SHC52,NRPS,11,0.6148007590132827,0.13624288425047437,0.4398481973434535
BGC0001828,Streptomyces griseus,PKS,13,0.7001897533206831,0.13624288425047437,0.08956356736242885
BGC0000551,Streptomyces coelicolor A3(2),RiPP,4,0.8278937381404174,0.13586337760910816,0.903225806451613
BGC0000505,Enterococcus faecalis,RiPP,2,0.11650853889943075,0.13586337760910816,0.9918406072106262
BGC0000322,Amycolatopsis orientalis,NRPS,9,0.38425047438330173,0.13567362428842505,0.6163187855787476
BGC0000192,Streptomyces galilaeus,PKS,15,0.20796963946869068,0.1351043643263757,0.3129032258064516
BGC0000157,Streptomyces sp. CK4412,PKS,14,0.6698292220113853,0.1347248576850095,0.2504743833017078
BGC0001533,Streptomyces rochei,PKS,34,0.744022770398482,0.13472485768500947,0.04041745730550285
BGC0001509,Pseudomonas fluorescens,NRPS,9,0.604933586337761,0.13415559772296015,0.0444022770398482
BGC0001738,Pyrenochaetopsis sp.,hybrid,7,0.7297912713472485,0.13377609108159394,0.10379506641366223
BGC0002035,Neonectria sp. DH2,hybrid,5,0.5284629981024668,0.13320683111954457,0.24117647058823527
BGC0002672,Saccharothrix sp.,PKS,29,0.6580645161290323,0.1330170777988615,0.11916508538899431
BGC0000607,Macrococcus caseolyticus,RiPP,24,0.13548387096774195,0.13244781783681214,0.7193548387096774
BGC0001792,Streptomyces albidoflavus,NRPS,21,0.9880455407969639,0.13206831119544593,0.6089184060721062
BGC0002210,Aspergillus violaceofuscus,hybrid,8,0.6590132827324477,0.13187855787476283,0.4
BGC0002718,Actinomadura sp. RB99,NRPS,17,0.5432637571157495,0.1316888045540797,0.6146110056925996
BGC0001840,Streptomyces sp. NRRL S-325,hybrid,9,0.5603415559772296,0.13130929791271345,0.574573055028463
BGC0000300,Streptomyces sp. AA4,NRPS,16,0.5967741935483871,0.13111954459203037,0.34516129032258064
BGC0002235,Pyricularia oryzae 70-15,hybrid,17,0.8212523719165086,0.13036053130929792,0.07438330170777989
BGC0001660,Marinactinospora thermotolerans,RiPP,7,0.27210626185958253,0.1301707779886148,0.5527514231499051
BGC0002736,Aspergillus terreus NIH2624,terpene,2,0.044592030360531304,0.12998102466793168,0.7571157495256167
BGC0002674,Enterococcus faecalis,RiPP,5,0.5785578747628084,0.12979127134724858,0.4878557874762809
BGC0000324,Streptomyces coelicolor A3(2),NRPS,11,0.9962049335863378,0.12960151802656547,0.5975332068311195
BGC0002523,Streptomyces nobilis,NRPS,56,0.8757115749525617,0.1286527514231499,0.039468690702087285
BGC0000562,Kocuria varians,RiPP,1,0.49316888045540797,0.1286527514231499,0.9939278937381404
BGC0001474,Streptomyces tateyamensis,RiPP,22,0.4631878557874763,0.12827324478178367,0.5692599620493359
BGC0002900,Enterococcus faecalis ATCC 6055,RiPP,5,0.05825426944971537,0.12808349146110057,0.5005692599620494
BGC0000486,Butyrivibrio fibrisolvens,RiPP,5,0.05635673624288425,0.12808349146110057,0.9074003795066414
BGC0000667,Penicillium roqueforti FM164,terpene,4,0.15559772296015179,0.12789373814041746,0.7318785578747629
BGC0000579,Streptomyces sviceus ATCC 29083,RiPP,11,0.16091081593927892,0.127134724857685,0.5392789373814042
BGC0002640,Thalassomonas actiniarum,RiPP,2,0.13453510436432636,0.127134724857685,0.9842504743833017
BGC0002286,Photorhabdus laumondii subsp. laumondii TTO1,NRPS,1,0.46091081593927896,0.1269449715370019,0.7772296015180266
BGC0002087,Burkholderia gladioli 238,hybrid,32,0.935673624288425,0.1265654648956357,0.6277039848197343
BGC0002994,Streptomyces sp. 71268,NRPS,12,0.6603415559772297,0.1256166982922201,0.530360531309298
BGC0001567,Streptomyces lincolnensis,NRPS,11,0.5409867172675522,0.125426944971537,0.31043643263757115
BGC0001955,Amycolatopsis keratiniphila NRRL B24117,NRPS,42,0.5624288425047439,0.1252371916508539,0.003984819734345351
BGC0001192,Paenibacillus alvei,NRPS,5,0.2303605313092979,0.1250474383301708,0.010436432637571158
BGC0000434,Streptomyces sp. SNA15896,NRPS,28,0.8129032258064516,0.12485768500948767,0.3561669829222011
BGC0002141,Streptomyces bottropensis DO-45,PKS,56,0.3347248576850095,0.12485768500948767,0.0810246679316888
BGC0001416,Pseudomonas sp. In5,NRPS,14,0.8994307400379506,0.12447817836812144,0.18614800759013284
BGC0002124,Actinomadura verrucosospora NRRL:B18236,PKS,47,0.9992409867172676,0.1239089184060721,0.2688804554079696
BGC0002024,Nocardia argentinensis,PKS,26,0.8599620493358634,0.12333965844402278,0.3616698292220114
BGC0000487,Carnobacterium maltaromaticum,RiPP,15,0.09943074003795066,0.12333965844402277,0.7225806451612903
BGC0001471,Amycolatopsis saalfeldensis,RiPP,23,0.9690702087286528,0.12258064516129032,0.36129032258064514
BGC0002663,Bacillus amyloliquefaciens UMAF6639,RiPP,15,0.39506641366223905,0.12239089184060721,0.5324478178368122
BGC0001537,Streptomyces sp. NBRC 110030,PKS,15,0.8324478178368122,0.12125237191650853,0.2878557874762808
BGC0002398,Arabidopsis thaliana,terpene,3,0.39943074003795065,0.12125237191650853,0.9499051233396585
BGC0000582,Streptomyces sp. OH-4156,RiPP,9,0.3229601518026565,0.12030360531309298,0.6717267552182163
BGC0000660,Streptomyces coelicolor A3(2),terpene,2,0.8309297912713473,0.12011385199240987,0.9284629981024668
BGC0001004,Streptomyces sp. SCSIO 01127,PKS,36,0.8582542694497153,0.12011385199240987,0.07229601518026565
BGC0002668,Clostridium estertheticum,RiPP,13,0.86280834914611,0.1189753320683112,0.769449715370019
BGC0001838,Pseudomonas putida,NRPS,7,0.4250474383301708,0.11840607210626186,0.18425047438330172
BGC0002498,Streptomyces sp.,other,49,0.9559772296015181,0.1174573055028463,0.044212523719165085
BGC0002093,Talaromyces variabilis,hybrid,8,0.7037950664136623,0.1157495256166983,0.1924098671726755
BGC0001662,Kitasatospora mediocidica,PKS,25,0.928842504743833,0.11555977229601518,0.014990512333965846
BGC0002526,Streptomyces sp.,PKS,41,0.9611005692599621,0.11195445920303605,0.058064516129032254
BGC0002939,Streptomyces sp. ,NRPS,39,0.4144212523719165,0.11157495256166983,0.47134724857685006
BGC0002357,Streptomyces sp. RK95-74,PKS,28,0.9400379506641366,0.1110056925996205,0.016129032258064516
BGC0000047,Streptomyces sp. KCTC 0041BP,PKS,31,0.7996204933586337,0.11081593927893738,0.041366223908918406
BGC0000379,Streptomyces viridochromogenes,NRPS,43,0.6172675521821631,0.11043643263757116,0.21973434535104364
BGC0000672,Oryza sativa Japonica Group,terpene,11,0.1601518026565465,0.1094876660341556,0.9434535104364327
BGC0000525,Bacillus licheniformis,RiPP,3,0.09240986717267552,0.10929791271347249,0.9669829222011386
BGC0003141,Streptomyces albofaciens JCM 4342,NRPS,3,0.43377609108159393,0.10910815939278937,0.7772296015180266
BGC0001069,Sorangium cellulosum,hybrid,9,0.9265654648956356,0.10910815939278937,0.6795066413662239
BGC0000296,Streptomyces anulatus,NRPS,28,0.6738140417457306,0.10891840607210626,0.301707779886148
BGC0003063,Streptomyces sp. DvalAA-43 ,RiPP,3,0.1795066413662239,0.10834914611005693,0.8239089184060722
BGC0000612,Bacillus cereus ATCC 14579,RiPP,21,0.8180265654648957,0.10815939278937381,0.7022770398481973
BGC0001406,Streptomyces canus,NRPS,34,0.4436432637571157,0.1079696394686907,0.3320683111954459
BGC0003158,Macrophomina phaseolina MS6,terpene,1,0.06603415559772297,0.10759013282732448,0.8939278937381404
BGC0000018,Streptomyces eurythermus,PKS,5,0.7307400379506641,0.10721062618595825,0.3793168880455408
BGC0001462,Amycolatopsis coloradensis,NRPS,37,0.7616698292220114,0.10683111954459203,0.003795066413662239
BGC0002940,Sorangium cellulosum So ce1875,hybrid,6,0.8664136622390892,0.1062618595825427,0.7318785578747629
BGC0003060,Streptomyces sp. ADI98-10,RiPP,5,0.18861480075901327,0.1062618595825427,0.369449715370019
BGC0002162,Aspergillus fischeri NRRL 181,terpene,2,0.24648956356736243,0.10607210626185959,0.7263757115749525
BGC0002092,Pseudomonas sp.,NRPS,6,0.3781783681214421,0.10607210626185959,0.08330170777988616
BGC0001366,Streptomyces sp. FJS31-2,PKS,16,0.26584440227703987,0.10588235294117647,0.9049335863377609
BGC0002394,Taxus chinensis,terpene,6,0.16261859582542695,0.10550284629981024,0.8979127134724858
BGC0000591,Alteromonas sp. B-10-31,RiPP,7,0.0633776091081594,0.10531309297912714,0.8901328273244782
BGC0000623,Lactobacillus plantarum,RiPP,3,0.11005692599620492,0.10455407969639469,0.8857685009487666
BGC0002703,Halorussus salinus,RiPP,9,0.34648956356736244,0.10398481973434535,0.9996204933586338
BGC0002903,Streptacidiphilus melanogenes ,RiPP,4,0.22599620493358633,0.10360531309297913,0.540796963946869
BGC0001074,Streptomyces olindensis,PKS,40,0.7707779886148007,0.10360531309297913,0.03206831119544592
BGC0003058,Mortierella  alpina ATCC 32222,NRPS,1,0.3176470588235294,0.10360531309297913,0.9144212523719165
BGC0000613,Nonomuraea sp. Bp3714-39,RiPP,12,0.4130929791271347,0.10341555977229601,0.46091081593927896
BGC0000477,uncultured Prochloron sp. 06037A,RiPP,8,0.07817836812144213,0.10284629981024668,0.1523719165085389
BGC0000036,Streptomyces antibioticus,PKS,43,0.6749525616698293,0.10284629981024668,0.15692599620493358
BGC0002064,Amycolatopsis sp. YIM 10,RiPP,9,0.16546489563567363,0.10227703984819733,0.6197343453510437
BGC0000621,Escherichia coli,RiPP,1,0.01669829222011385,0.10189753320683112,0.9962049335863378
BGC0000480,Nostoc spongiaeforme var. tenue str. Carmeli,RiPP,7,0.08462998102466793,0.1015180265654649,0.06223908918406072
BGC0002289,Streptomyces leeuwenhoekii,RiPP,6,0.11518026565464895,0.1,0.7552182163187856
BGC0002360,Streptomyces aurantiacus,NRPS,21,0.8265654648956356,0.09981024667931689,0.3956356736242884
BGC0000540,Paenibacillus polymyxa OSY-DF,RiPP,11,0.1400379506641366,0.09962049335863378,0.8853889943074004
BGC0000523,Lactobacillus sakei,RiPP,19,0.18406072106261862,0.09962049335863377,0.6320683111954459
BGC0002144,Rhizobium sp. Pop5,RiPP,6,0.781214421252372,0.09905123339658443,0.9077798861480075
BGC0002351,Pseudomonas sp. SHC52,NRPS,9,0.3569259962049336,0.09810246679316889,0.2153700189753321
BGC0003062,Streptomyces marianii ICN19,RiPP,10,0.6407969639468691,0.09791271347248576,0.8497153700189752
BGC0001370,Streptomyces rochei,NRPS,44,0.6034155597722961,0.09772296015180265,0.2174573055028463
BGC0002544,Amycolatopsis methanolica,NRPS,18,0.6047438330170778,0.09753320683111955,0.3603415559772296
BGC0002587,Streptomyces ossamyceticus,PKS,31,0.996584440227704,0.09753320683111955,0.0795066413662239
BGC0000587,Escherichia coli,RiPP,15,0.08159392789373815,0.0969639468690702,0.7265654648956357
BGC0000517,Bacillus halodurans C-125,RiPP,5,0.5946869070208729,0.09658444022770399,0.9037950664136623
BGC0000053,Unknown. Unclassified.,PKS,24,0.7039848197343453,0.09601518026565464,0.04041745730550285
BGC0003157,Talaromyces verruculosus TS63-9,terpene,1,0.06394686907020873,0.09582542694497154,0.9392789373814041
BGC0001459,Amycolatopsis regifaucium,NRPS,38,0.7400379506641366,0.09582542694497154,0.0064516129032258064
BGC0000676,Phoma betae,terpene,6,0.45578747628083494,0.09544592030360531,0.7108159392789374
BGC0000474,Microcystis aeruginosa PCC 7806,RiPP,9,0.21878557874762808,0.09506641366223909,0.08975332068311195
BGC0002719,Pseudomonas fluorescens,NRPS,9,0.6182163187855787,0.09487666034155598,0.2696394686907021
BGC0000606,Streptomyces lactacystinaeus,RiPP,9,0.43889943074003795,0.09411764705882353,0.8113851992409867
BGC0001786,Novosphingobium subterraneum,RiPP,9,0.11764705882352941,0.09392789373814042,0.8838709677419355
BGC0003107, Sphingobium  yanoikuyae  ATCC 51230,RiPP,17,0.14648956356736242,0.09335863377609108,0.7753320683111955
BGC0001980,Pseudomonas sp.,NRPS,14,0.5633776091081595,0.09316888045540797,0.07988614800759014
BGC0002626,Nostoc sp. TH1S01,RiPP,8,0.1445920303605313,0.09278937381404175,0.7096774193548387
BGC0000983,Aspergillus clavatus NRRL 1,hybrid,13,0.5537001897533207,0.09203036053130931,0.1683111954459203
BGC0001493,Streptomyces achromogenes subsp. achromogenes,RiPP,4,0.1333965844402277,0.09146110056925996,0.6998102466793168
BGC0001047,Pseudomonas syringae,hybrid,7,0.5459203036053131,0.09127134724857686,0.6844402277039848
BGC0001461,Amycolatopsis keratiniphila subsp. nogabecina,NRPS,36,0.737381404174573,0.09108159392789374,0.0026565464895635673
BGC0002610,Aspergillus stellatus,terpene,2,0.048956356736242886,0.0905123339658444,0.7250474383301708
BGC0000618,Enterococcus faecium DO,RiPP,3,0.07855787476280834,0.0903225806451613,0.9851992409867172
BGC0000510,Staphylococcus epidermidis,RiPP,3,0.34876660341555976,0.08994307400379506,0.9518026565464895
BGC0000578,Streptomyces filamentosus NRRL 15998,RiPP,8,0.12030360531309298,0.08994307400379506,0.49146110056925996
BGC0002048,Mycetohabitans rhizoxinica HKI 454,NRPS,6,0.5886148007590133,0.0889943074003795,0.8005692599620493
BGC0002314,Streptomyces sp. WAC 01529,NRPS,27,0.8089184060721062,0.08842504743833017,0.20170777988614802
BGC0000626,Bacillus thuringiensis,RiPP,6,0.1189753320683112,0.08842504743833017,0.5045540796963948
BGC0001634,Streptomyces sp. NRRL F-5702,RiPP,5,0.225426944971537,0.08804554079696394,0.43396584440227703
BGC0001348,Streptomyces varsoviensis,PKS,18,0.7967741935483871,0.0874762808349146,0.12277039848197344
BGC0002075,Pseudomonas fluorescens,NRPS,1,0.3081593927893738,0.08614800759013283,0.8371916508538899
BGC0000575,Rhodococcus jostii,RiPP,5,0.019924098671726755,0.0857685009487666,0.9425047438330171
BGC0001604,Fusarium fujikuroi,terpene,7,0.09108159392789374,0.08500948766603415,0.5747628083491461
BGC0001576,Prochloron didemni,RiPP,8,0.0222011385199241,0.08462998102466793,0.7259962049335864
BGC0001781,Planomonospora sphaerica,RiPP,4,0.014800759013282733,0.08462998102466793,0.956166982922201
