rank,bgc_id,organism,biosynth_class,novelty,knn_mean_dist,nearest_dist,nearest_mibig,neighbor_class,compounds,n_genes
2231,BGC0000667,Penicillium roqueforti FM164,terpene,0.19304599782687432,0.19016332626342775,0.17889061570167542,BGC0002724,terpene,PR-toxin,4
2232,BGC0002567,Streptomyces sp. MA5143a,other,0.1926838102136907,0.18266448974609376,0.15063872933387756,BGC0002609,hybrid,EDHA,9
2233,BGC0001654,Bacteroides thetaiotaomicron VPI-5482,other,0.19232162260050706,0.18761633932590485,0.17781874537467957,BGC0000540,RiPP,lipooligosaccharide,18
2234,BGC0000918,Streptomyces avermitilis,other,0.19195943498732343,0.16725533157587053,0.08956899493932724,BGC0002309,terpene,ochronotic pigment,4
2235,BGC0002309,Streptomyces cattleya NRRL 8057 = DSM 46488,terpene,0.19177834118073162,0.16774596124887467,0.08956899493932724,BGC0000918,other,cattleyene,4
2236,BGC0000573,Caulobacter sp. K31,RiPP,0.191416153567548,0.1819635272026062,0.1650644987821579,BGC0002699,RiPP,caulonodin I;caulonodin II,8
2237,BGC0002317,Pantoea agglomerans,RiPP,0.19087287214777254,0.17758774161338806,0.15555597841739655,BGC0000574,RiPP,herbicolin O;mcceh252;pantocin A,13
2238,BGC0002633,Leptolyngbya sp. PCC 7376,other,0.1903295907279971,0.1721996396780014,0.14555026590824127,BGC0000905,other,schizokinen,8
2239,BGC0000933,Streptomyces xiamenensis,other,0.18942412169503803,0.1375562198460102,0.03581138327717781,BGC0000942,other,xiamenmycin A,5
2240,BGC0002561,Streptomyces sp.,other,0.1892430278884462,0.1713440328836441,0.14097477495670319,BGC0002626,RiPP,phenazine SA;phenazine SB;phenazine SC,16
2241,BGC0000868,Bacillus subtilis subsp. subtilis str. 168,other,0.1890619340818544,0.16042522341012955,0.09046856313943863,BGC0002560,RiPP,teichuronic acid,8
2242,BGC0002699,Nostoc punctiforme PCC 73102,RiPP,0.18888084027526258,0.17473893165588378,0.1650644987821579,BGC0000573,RiPP,nostolysamide A;nostolysamide B,6
2243,BGC0002305,Streptomyces sp.,other,0.18869974646867077,0.1683037042617798,0.13739284873008728,BGC0000574,RiPP,legonoxamine A;desferrioxamine B;legonoxamine B,6
2244,BGC0003029,Streptomyces sp.  CL190,hybrid,0.18851865266207896,0.17388051152229309,0.17125467956066132,BGC0001587,other,naphterpin,3
2245,BGC0002644,Chondria armata,terpene,0.18851865266207896,0.17199767529964446,0.15993213653564453,BGC0002020,NRPS,domoic acid;isodomoic acid A;isodomoic acid B;prekainic acid;7'-carboxyN-geranyl-L-glutamic acid;isodomoic acid C,3
2246,BGC0001295,Streptomyces cremeus,other,0.1879753712423035,0.14963772594928743,0.09078973531723022,BGC0000913,other,cremeomycin,14
2247,BGC0002488,Paenibacillus mucilaginosus KNP414,other,0.18725099601593626,0.16156787425279617,0.06505817919969559,BGC0002487,other,bacillopaline,8
2248,BGC0002560,Streptomyces sp. NRRL S-4,RiPP,0.18688880840275263,0.1636593297123909,0.09046856313943863,BGC0000868,other,thiostreptamide S4,10
2249,BGC0002332,Candidatus Entotheonella sp.,PKS,0.18634552698297718,0.15222396552562714,0.09037099778652191,BGC0000574,RiPP,4-hydroxy-6-pentadecylpyran-2-one;4-hydroxy-6-(2-oxoheptadecyl)pyran-2-one;Adipostatin A,11
2250,BGC0002531,Burkholderia ambifaria AMMD,NRPS,0.18598333936979355,0.16197584569454193,0.14593851566314697,BGC0000792,other,cepaciachelin,12
2251,BGC0001501,Fischerella sp. TAU,other,0.18562115175660993,0.14138608276844025,0.054537102580070496,BGC0001594,other,ambiguine P,33
2252,BGC0002487,Staphylococcus aureus subsp. aureus Mu50,other,0.18562115175660993,0.1562313601374626,0.06505817919969559,BGC0002488,other,staphylopine,9
2253,BGC0003107, Sphingobium  yanoikuyae  ATCC 51230,RiPP,0.18471568272365085,0.1569648951292038,0.12965840101242065,BGC0002670,other,LAS-995,17
2254,BGC0002725,Streptomyces prunicolor NBRC 13075,RiPP,0.18435349511046722,0.14417101368308066,0.0491148941218853,BGC0001493,RiPP,prunipeptin,2
2255,BGC0002626,Nostoc sp. TH1S01,RiPP,0.18362911988409997,0.14990536421537398,0.11039773374795914,BGC0000574,RiPP,microviridin 1688;microviridin 1739;microviridin 1748,8
2256,BGC0000942,Bacillus anthracis str. Ames,other,0.18218036943136545,0.11474037319421768,0.03581138327717781,BGC0000933,other,petrobactin,6
2257,BGC0000895,Lactobacillus plantarum subsp. plantarum,other,0.18181818181818182,0.14774982184171676,0.12322049587965012,BGC0000854,other,citrulline,11
2258,BGC0000792,Enterococcus faecalis OG1RF,other,0.18163708801159,0.1455102190375328,0.09872736781835556,BGC0000785,other,polysaccharide,17
2259,BGC0000285,Saccharopolyspora erythraea,PKS,0.18163708801159,0.1423100121319294,0.04459122195839882,BGC0000815,other,"flaviolin;flaviolin rhamnoside;3,3'-diflaviolin",9
2260,BGC0000785,Burkholderia mallei,other,0.1814559942049982,0.14651120454072952,0.09872736781835556,BGC0000792,other,O-antigen,20
2261,BGC0002319,Streptomyces sp.,RiPP,0.18109380659181457,0.1381737396121025,0.09491071850061417,BGC0002321,other,salinipeptin A;salinipeptin B;salinipeptin C;salinipeptin D,7
2262,BGC0000278,Streptomyces fradiae,PKS,0.18109380659181457,0.14917382895946502,0.10736149549484253,BGC0002724,terpene,urdamycin,5
2263,BGC0000913,Enterobacter cloacae,other,0.1803694313654473,0.13151537477970124,0.09078973531723022,BGC0001295,other,MK-8,12
2264,BGC0000854,Methylomicrobium alcaliphilum 20Z,other,0.1801883375588555,0.1360210135579109,0.09798349440097809,BGC0000540,RiPP,ectoine,6
2265,BGC0000815,Epichloe uncinata,other,0.17982614994567186,0.1386360026896,0.04459122195839882,BGC0000285,PKS,loline;N-acetylnorloline;N-formylloline,9
2266,BGC0002073,Corynebacterium propinquum,NRPS,0.1789206809127128,0.14559267163276673,0.1273108869791031,BGC0001713,other,dehydroxynocardamine,7
2267,BGC0000574,Caulobacter segnis ATCC 21756,RiPP,0.17819630568634554,0.1317818805575371,0.09037099778652191,BGC0002332,PKS,caulosegnin I;caulosegnin II;caulosegnin III,7
2268,BGC0000540,Paenibacillus polymyxa OSY-DF,RiPP,0.17801521187975372,0.13817999958992006,0.09798349440097809,BGC0000854,other,paenibacillin,11
2269,BGC0000193,Streptomyces galilaeus,PKS,0.17801521187975372,0.12588115483522416,0.09390833228826523,BGC0001868,other,aclacinomycin,13
2270,BGC0000522,Lactococcus lactis,RiPP,0.17674755523361102,0.14213951230049132,0.13207383453845978,BGC0000854,other,lacticin Z,10
2271,BGC0002670,Fusarium oxysporum f. sp. lycopersici 4287,other,0.1765664614270192,0.13552822172641754,0.08678296208381653,BGC0002221,terpene,fosfonochlorin,13
2272,BGC0002576,Thermoactinomyces sp.,RiPP,0.17620427381383558,0.13069674223661423,0.1065610721707344,BGC0003159,terpene,mechercharmycin,1
2273,BGC0000798,Sorghum bicolor,other,0.17584208620065195,0.1322568416595459,0.12015718221664429,BGC0002403,PKS,dhurrin,5
2274,BGC0002967,Neisseria  lactamica  NCTC10618,RiPP,0.1751177109742847,0.1325963631272316,0.10043440014123917,BGC0001493,RiPP,Triceptide (YhhB) note: structure show here was a trypsin digested fragment,3
2275,BGC0000761,Methylobacillus sp. 12S,other,0.17457442955450925,0.1275027275085449,0.11197361350059509,BGC0000615,RiPP,exopolysaccharide,24
2276,BGC0002245,Bipolaris maydis C5,terpene,0.17439333574791743,0.12588944882154465,0.08855878561735153,BGC0002163,other,terpestacin;preterpestacin 3;preterpestacin 2;preterpestacin 1,4
2277,BGC0002163,Fusarium pseudograminearum CS3096,other,0.173850054328142,0.10004920735955239,0.05107531696557999,BGC0002321,other,fusatin;fusatinic acid;8-oxo-fusatin;8-oxo-isopentenyladenine,2
2278,BGC0002321,Metschnikowia aff. pulcherrima,other,0.17366896052155018,0.09830462336540222,0.05107531696557999,BGC0002163,other,pulcherriminic acid;pulcherrimin;cyclodileucine;compound 3,4
2279,BGC0000905,Heliobacillus mobilis,other,0.17366896052155018,0.12702283561229705,0.09650467336177826,BGC0000193,PKS,heme D1,17
2280,BGC0000607,Macrococcus caseolyticus,RiPP,0.17330677290836655,0.12356390953063964,0.0843152329325676,BGC0000615,RiPP,micrococcin P1,24
2281,BGC0002933, Albophoma Albaphoma yamanashiensis (Tolypocladium album) FO-254,terpene,0.17312567910177473,0.10540047697722912,0.016384540125727654,BGC0003074,NRPS,"prelecanindole;lecanindole B;sespendole;trans-cyclosespendole;16-prenyllecanindole B;16,17-diprenyllecanindole B",5
2282,BGC0003057,Nostoc punctiforme PCC 73102,PKS,0.17312567910177473,0.10386043833568692,0.007282028440386057,BGC0003074,NRPS,Nostochloroside A;Nostochloroside C;Nostochloroside E;Nostochloroside F;Nostochloroside G;Nostochloroside D,18
2283,BGC0001594,Fischerella muscicola UTEX 1829,other,0.1725823976819993,0.10966990441083908,0.05236060172319412,BGC0000842,other,fischerindole L,31
2284,BGC0003074,Pseudoalteromonas  T1lg65,NRPS,0.17222021006881566,0.10216790297999978,0.007282028440386057,BGC0003057,PKS,Alterochromide B;Bromoalterochromide B;Dibromoalterochromide B;Alterochromide B';Bromoalterochromide B';Dibromoalterochromide B',14
2285,BGC0000615,Nocardiopsis sp. TFS65-07,RiPP,0.17222021006881566,0.11237961500883102,0.0843152329325676,BGC0000607,RiPP,TP-1161,24
2286,BGC0001493,Streptomyces achromogenes subsp. achromogenes,RiPP,0.17185802245563203,0.11486740484833717,0.0491148941218853,BGC0002725,RiPP,achromosin,4
2287,BGC0001229,Streptomyces bingchenggensis BCW-1,RiPP,0.1713147410358566,0.11400580704212189,0.073915034532547,BGC0002640,RiPP,SBI-06990 A1;SBI-06989 A2,4
2288,BGC0002640,Thalassomonas actiniarum,RiPP,0.17077145961608114,0.1145970031619072,0.073915034532547,BGC0001229,RiPP,thalassomonasin A;thalassomonasin B,2
2289,BGC0002221,Serpula lacrymans var. lacrymans S7.9,terpene,0.17077145961608114,0.11509816944599152,0.08678296208381653,BGC0002670,other,ent-kauren-16alpha-ol,10
2290,BGC0002943,Marinomonas fungiae JCM 18476,RiPP,0.17059036580948933,0.12036049216985703,0.11391477286815643,BGC0001307,RiPP,Marinomonasin,4
2291,BGC0001713,Ochrobactrum anthropi,other,0.17059036580948933,0.11966446042060852,0.0994083359837532,BGC0002690,other,ochrobactin,7
2292,BGC0000805,Streptomyces ghanaensis ATCC 14672,other,0.1700470843897139,0.09668051823973656,0.014564508572220802,BGC0003111,hybrid,moenomycin A;nosokomycin A;nosokomycin B;moenomycin G,2
2293,BGC0002331,Pseudomonas entomophila L48,other,0.16986599058312207,0.11301320269703866,0.03399880602955818,BGC0002176,terpene,labradorin 1;pimprinine;labradorin 2,2
2294,BGC0003136,Myxococcus unclassified  MCy9171,RiPP,0.16932270916334663,0.0943745126016438,0.003640540409833193,BGC0003111,hybrid,myxopeptin B;myxopeptin C;myxopeptin D;myxopeptin E,12
2295,BGC0000794,Geobacillus stearothermophilus,other,0.168960521550163,0.11411240100860595,0.10259518027305603,BGC0000905,other,S-layer glycan,15
2296,BGC0002866,Pseudomonas syringae B728a,NRPS,0.16896052155016297,0.10579704642295837,0.06627645343542099,BGC0000943,other,Achromobactin,12
2297,BGC0003111,unclassified genus Myxococcaceae MCy9487,hybrid,0.1687794277435712,0.09361625658348202,0.003640540409833193,BGC0003136,RiPP,Thiamyxin A;Thiamyxin B;Thiamyxin C;Thiamyxin D,10
2298,BGC0002724,Jatropha curcas,terpene,0.1687794277435712,0.11479597240686416,0.10736149549484253,BGC0000278,PKS,casbene,4
2299,BGC0002176,Fusarium graminearum PH-1,terpene,0.16859833393697934,0.10876740887761116,0.03399880602955818,BGC0002331,other,culmorin;(+)-juniperol(longiborneol);15-acetyldeoxynivalenol,1
2300,BGC0000649,Streptomyces griseus subsp. griseus NBRC 13350,terpene,0.16823614632379574,0.09547004625201225,0.052599743008613586,BGC0000890,other,carotenoid,8
2301,BGC0002133,Methylosinus sp. LW3,RiPP,0.1667873958710612,0.10988742411136627,0.09729691594839096,BGC0000791,other,group 1 methanobactin,10
2302,BGC0001849,Streptomyces varsoviensis,RiPP,0.16642520825787757,0.10276649966835975,0.05818665400147438,BGC0002163,other,thiovarsolin A;thiovarsolin B;thiovarsolin C;thiovarsolin D,6
2303,BGC0001408,Xanthomonas oryzae pv. oryzae KACC 10331,other,0.16642520825787757,0.10588695406913758,0.08187158405780792,BGC0002866,NRPS,xanthoferrin,7
2304,BGC0000890,Pseudoalteromonas phenolica O-BC30,other,0.16588192683810213,0.09715186208486556,0.052599743008613586,BGC0000649,terpene,pentabromopseudilin,10
2305,BGC0000801,Sinorhizobium meliloti,other,0.16588192683810213,0.10249915719032288,0.08336939662694931,BGC0000716,other,galactoglucan,25
2306,BGC0001655,Nocardiopsis alba DSM 43377,RiPP,0.16570083303151034,0.07123798243701458,0.02357960306107998,BGC0000578,RiPP,LP2006,7
2307,BGC0000842,Streptomyces argenteolus,other,0.16515755161173487,0.09894746392965317,0.05236060172319412,BGC0001594,other,carbapenem MM4550,29
2308,BGC0000736,Mannheimia haemolytica,other,0.16515755161173487,0.10472912043333053,0.10140249878168106,BGC0001498,other,capsular polysaccharide,12
2309,BGC0000566,Streptococcus pyogenes M1 GAS,RiPP,0.16497645780514306,0.10370212644338608,0.09026821702718735,BGC0000295,NRPS,streptolysin S,9
2310,BGC0000616,Bacillus velezensis FZB42,RiPP,0.1642520825787758,0.10006441622972488,0.07044205069541931,BGC0001779,RiPP,amylocyclicin,6
2311,BGC0002458,Streptacidiphilus griseoplanus,NRPS,0.16352770735240854,0.09328151643276214,0.06773070991039276,BGC0000829,other,alazopeptin,3
2312,BGC0000926,Bacillus subtilis subsp. spizizenii ATCC 6633,other,0.1629844259326331,0.10132312327623368,0.09580259770154953,BGC0002575,RiPP,rhizocticin A,14
2313,BGC0002392,Oryza sativa Japonica Group,terpene,0.16280333212604128,0.09855057150125504,0.07113919407129288,BGC0002403,PKS,10-Oxodepressin,16
2314,BGC0002690,Verrucosispora sp. FIM060022,other,0.16207895689967403,0.09857785254716873,0.09361329674720764,BGC0002527,other,FW0622,8
2315,BGC0000857,Methylophaga alcalica,other,0.1618978630930822,0.08852987461723387,0.0014571931678801775,BGC0000860,other,ectoine,5
2316,BGC0002403,Hordeum vulgare subsp. vulgare,PKS,0.1617167692864904,0.09583973288536071,0.07113919407129288,BGC0002392,terpene,β-Diketones,4
2317,BGC0000860,Methylarcula marina,other,0.16153567547989858,0.08843984180130064,0.0014571931678801775,BGC0000857,other,ectoine,5
2318,BGC0001868,Xenorhabdus szentirmaii DSM 16338,other,0.16081130025353133,0.0957004263997078,0.0919431671500206,BGC0001498,other,iodinin,11
2319,BGC0000578,Streptomyces filamentosus NRRL 15998,RiPP,0.159181455994205,0.05589146837592125,0.02357960306107998,BGC0001655,RiPP,SRO15-2005,8
2320,BGC0000295,Acinetobacter haemolyticus,NRPS,0.159181455994205,0.09136832356452942,0.08303050696849823,BGC0000783,other,acinetoferrin,10
2321,BGC0000879,Streptomyces rimosus,other,0.15863817457442955,0.08218859955668449,0.047023069113492966,BGC0001505,RiPP,toyocamycin;sangivamycin,12
2322,BGC0000791,Cronobacter sakazakii,other,0.15845708076783774,0.09542212337255478,0.09186636656522751,BGC0000539,RiPP,O-antigen,13
2323,BGC0003041,Bipolaris sorokiniana ND90Pr,terpene,0.1579137993480623,0.08840427398681641,0.07173596322536469,BGC0000623,RiPP,prehelminthosporol;sativene,5
2324,BGC0000772,Brucella melitensis,other,0.1579137993480623,0.08108700439333916,0.05385971814393997,BGC0002575,RiPP,lipopolysaccharide,12
2325,BGC0001743,Lactobacillus plantarum,RiPP,0.1579137993480623,0.08917997181415557,0.07680205255746841,BGC0002004,RiPP,plantaricyclin,7
2326,BGC0001779,Streptomyces nodosus,RiPP,0.1579137993480623,0.08474914878606796,0.07044205069541931,BGC0000616,RiPP,siamycin,6
2327,BGC0001531,Tenacibaculum mesophilum,other,0.15718942412169504,0.0832331769168377,0.05080189183354378,BGC0001587,other,bisucaberin B,6
2328,BGC0000626,Bacillus thuringiensis,RiPP,0.1566461427019196,0.08590729087591172,0.06798773258924484,BGC0002683,NRPS,thuricin,6
2329,BGC0000725,Pseudomonas aeruginosa PAO1,other,0.1553784860557769,0.08491304218769073,0.06826112419366837,BGC0000734,other,alginate,12
2330,BGC0000943,Staphylococcus aureus subsp. aureus NCTC 8325,other,0.15519739224918508,0.07697821483016014,0.05753741040825844,BGC0000772,other,staphyloferrin B,12
2331,BGC0000504,Plasmid pAD1,RiPP,0.15501629844259326,0.07407071888446808,0.04712469130754471,BGC0000525,RiPP,cytolysin ClyLl;cytolysin ClyLs,5
2332,BGC0001929,Streptococcus ferus,RiPP,0.15501629844259326,0.08658722192049026,0.06772572547197342,BGC0000601,RiPP,WGK,5
2333,BGC0001861,Bacillus cereus BAG2O-1,RiPP,0.15465411082940964,0.08101272284984588,0.06809108704328537,BGC0003019,RiPP,bacillicin BAG2O,9
2334,BGC0001587,Streptomyces avermitilis MA-4680 = NBRC 14893,other,0.15465411082940964,0.084213038533926,0.05080189183354378,BGC0001531,other,ethylenediaminesuccinic acid hydroxyarginine (EDHA),6
2335,BGC0001572,Pantoea agglomerans,other,0.154291923216226,0.0801139235496521,0.07297442108392715,BGC0002682,other,desferrioxamine E,4
2336,BGC0001786,Novosphingobium subterraneum,RiPP,0.154291923216226,0.08651796877384185,0.08036502450704575,BGC0000387,NRPS,subterisin,9
2337,BGC0000570,Asticcacaulis excentricus CB 48,RiPP,0.15374864179645056,0.08423758745193481,0.0688619464635849,BGC0002583,RiPP,astexin-1,4
2338,BGC0000494,Streptococcus uberis,RiPP,0.1530242665700833,0.08006310313940049,0.06342286616563797,BGC0001294,other,uberolysin,7
2339,BGC0000859,Methylomicrobium alcaliphilum,other,0.15266207895689968,0.07353298515081405,0.02159028872847557,BGC0000856,other,ectoine,4
2340,BGC0002289,Streptomyces leeuwenhoekii,RiPP,0.15266207895689968,0.08134343028068543,0.07128185778856277,BGC0002527,other,Leepeptin,6
2341,BGC0001554,Methanosarcina barkeri str. Fusaro,other,0.1515755161173488,0.07386111542582512,0.015744950622320175,BGC0000941,other,coenzyme F430,5
2342,BGC0000941,Streptomyces griseus subsp. griseus NBRC 13350,other,0.15121332850416516,0.06829098090529442,0.015744950622320175,BGC0001554,other,desferrioxamin B,5
2343,BGC0000716,Streptomyces netropsis,other,0.1503078594712061,0.06421186793595553,0.007280946709215641,BGC0000690,other,spectinomycin,22
2344,BGC0000387,Pseudomonas syringae pv. syringae,NRPS,0.15012676566461428,0.0765465408563614,0.06270380318164825,BGC0000472,RiPP,mangotoxin,13
2345,BGC0001294,Streptomyces sp. MBT28,other,0.15012676566461428,0.07584939748048783,0.06342286616563797,BGC0000494,RiPP,7-prenylisatin,7
2346,BGC0001550,Streptomyces katrae,RiPP,0.15012676566461425,0.045859001902863385,0.0022085453383624554,BGC0001645,RiPP,citrulassin D,5
2347,BGC0000496,Streptomyces griseus subsp. griseus NBRC 13350,RiPP,0.14994567185802246,0.07780225276947021,0.07144016027450562,BGC0002681,other,AmfS,5
2348,BGC0000503,Streptomyces cinnamoneus,RiPP,0.14976457805143065,0.07151785343885422,0.05092176795005798,BGC0000716,other,cinnamycin,21
2349,BGC0002052,Streptomyces sp.,other,0.14940239043824702,0.07872377783060074,0.0778253972530365,BGC0000751,other,ectoine,4
2350,BGC0000539,Staphylococcus warneri,RiPP,0.1490402028250634,0.07413969486951828,0.066689133644104,BGC0000526,RiPP,nukacin ISK-1,11
2351,BGC0001645,Streptomyces sp. NRRL S-118,RiPP,0.14904020282506336,0.04520898601040244,0.0016360189765691757,BGC0001551,RiPP,lagmysin,5
2352,BGC0001551,Streptomyces glaucescens,RiPP,0.14904020282506336,0.045551051991060375,0.0016360189765691757,BGC0001645,RiPP,citrulassin E,5
2353,BGC0000623,Lactobacillus plantarum,RiPP,0.14867801521187976,0.07681409269571304,0.07173596322536469,BGC0003041,terpene,plantaricin W α;plantaricin W β,3
2354,BGC0000701,Streptomyces hygroscopicus subsp. yingchengensis,other,0.14867801521187976,0.07164178267121316,0.038988836109638214,BGC0000856,other,jinggangmycin,3
2355,BGC0000829,Chromobacterium violaceum,other,0.14849692140528795,0.07420163750648498,0.06708038598299026,BGC0000941,other,violacein,5
2356,BGC0000856,Methylophaga thalassica,other,0.14813473379210432,0.06670194193720817,0.02159028872847557,BGC0000859,other,ectoine,4
2357,BGC0000690,Streptomyces glaucescens,other,0.14813473379210432,0.06298949290066957,0.007280946709215641,BGC0000716,other,hydroxystreptomycin,22
2358,BGC0000601,Bacillus subtilis subsp. subtilis str. 168,RiPP,0.1479536399855125,0.0746438443660736,0.06772572547197342,BGC0001929,RiPP,sporulation killing factor,7
2359,BGC0001318,Manihot esculenta,other,0.1477725461789207,0.07277643084526061,0.06522966176271439,BGC0001082,terpene,linamarin;lotaustralin,16
2360,BGC0001733,Pleurocapsa sp. PCC 7327,RiPP,0.14741035856573706,0.07461533099412918,0.07161194831132889,BGC0003004,RiPP,PcpA,6
2361,BGC0000783,Xanthomonas oryzae pv. oryzae,other,0.14741035856573706,0.07159425243735314,0.047731559723615646,BGC0002575,RiPP,O-antigen,11
2362,BGC0002575,Streptococcus suis,RiPP,0.14686707714596162,0.06703178212046623,0.047731559723615646,BGC0000783,other,cochonodin I,10
2363,BGC0001505,Sphaerospermopsis sp. LEGE 00249,RiPP,0.146504889532778,0.0643158346414566,0.03331677243113518,BGC0001959,other,anacyclamide D8P;sphaerocyclamide,10
2364,BGC0001315,Cucumis sativus,terpene,0.14559942049981892,0.06800548732280731,0.04594980925321579,BGC0003019,RiPP,cucurbitacin C,6
2365,BGC0002382,Grimontia marina,RiPP,0.1454183266932271,0.07386012822389602,0.07108458131551743,BGC0000521,RiPP,grimoviridin,11
2366,BGC0003004,Streptomyces  sparsogenes   DSM 40356,RiPP,0.14415067004708437,0.07179640382528304,0.06971407681703568,BGC0001887,RiPP,StsA,4
2367,BGC0000734,Pasteurella multocida,other,0.14396957624049256,0.05446973256766796,0.024617871269583702,BGC0000939,other,capsular polysaccharide,10
2368,BGC0001306,Aspergillus flavus NRRL3357,RiPP,0.14342629482071714,0.06558362692594528,0.03670966625213623,BGC0001552,RiPP,asperipin 2a,4
2369,BGC0000580,Xanthomonas gardneri ATCC 19865,RiPP,0.14342629482071712,0.06814414411783218,0.060183316469192505,BGC0001506,RiPP,xanthomonin II;xanthomonin I,4
2370,BGC0002682,Vibrio mimicus,other,0.14197754436798263,0.05961197167634964,0.04228675737977028,BGC0000939,other,aerobactin,8
2371,BGC0002583,Streptococcus mutans UA159,RiPP,0.14143426294820716,0.06770240515470505,0.06127675622701645,BGC0000923,other,tryglysin B,5
2372,BGC0002700,Bacillus nakamurai,RiPP,0.14107207533502353,0.05933720171451569,0.04862596467137337,BGC0002322,RiPP,bacinapeptin,4
2373,BGC0002683,Nostoc sp. PCC 7120 = FACHB-418,NRPS,0.14107207533502353,0.059914158284664155,0.04609503597021103,BGC0002527,other,schizokinen,10
2374,BGC0003019,Asticcacaulis benevestitus DSM 16100,RiPP,0.1408909815284317,0.060752781480550765,0.04594980925321579,BGC0001315,terpene,Benenodin-1,8
2375,BGC0001552,Streptomyces avermitilis MA-4680 = NBRC 14893,RiPP,0.14034770010865627,0.06205826252698898,0.03670966625213623,BGC0001306,RiPP,citrulassin F,4
2376,BGC0003002,Actinoplanes sp. DSM24059,RiPP,0.14034770010865627,0.05526641383767128,0.0311434343457222,BGC0002527,other,NAI-112,7
2377,BGC0002004,Methylosinus trichosporium OB3b,RiPP,0.14016660630206446,0.06333355084061623,0.05523150786757469,BGC0001555,RiPP,methanobactin,6
2378,BGC0001498,Xenorhabdus szentirmaii DSM 16338,other,0.13980441868888083,0.05132548809051514,0.016754310578107834,BGC0000939,other,aerobactin,9
2379,BGC0001209,Streptococcus thermophilus LMD-9,RiPP,0.13980441868888083,0.06329881846904754,0.0570005364716053,BGC0001555,RiPP,streptide,4
2380,BGC0002527,Azotobacter vinelandii CA,other,0.13908004346251357,0.05182447955012322,0.0311434343457222,BGC0003002,RiPP,vibrioferrin,7
2381,BGC0000939,Grimontia hollisae,other,0.13871785584932994,0.04811944775283337,0.016754310578107834,BGC0001498,other,aerobactin,9
2382,BGC0001947,Acinetobacter baumannii,other,0.13799348062296268,0.05527299456298351,0.02361503429710865,BGC0001774,other,K53 capsular polysaccharide,19
2383,BGC0001997,Nicotiana tabacum,terpene,0.13781238681637087,0.06184184998273849,0.0579894594848156,BGC0000784,other,capsidiol,14
2384,BGC0000487,Carnobacterium maltaromaticum,RiPP,0.13745019920318724,0.057043121010065076,0.031146541237831116,BGC0000472,RiPP,carnocyclin,15
2385,BGC0001506,Streptomyces sp. NRRL S-146,RiPP,0.13745019920318724,0.05564463585615158,0.03144150599837303,BGC0003083,RiPP,anantin B1;anantin B2,4
2386,BGC0000498,Streptococcus equinus,RiPP,0.13745019920318724,0.05719154626131058,0.04052560403943062,BGC0000472,RiPP,bovicin HJ50,15
2387,BGC0002110,Streptomyces rimosus subsp. rimosus WC-3908,RiPP,0.13618254255704454,0.05082055777311325,0.03195364028215408,BGC0003002,RiPP,birimositide,8
2388,BGC0000923,Pseudomonas aeruginosa PAO1,other,0.13545816733067728,0.05946268141269684,0.0585295706987381,BGC0000592,RiPP,paerucumarin,5
2389,BGC0000552,Streptococcus mutans,RiPP,0.13527707352408547,0.054857068508863446,0.04483156278729439,BGC0002635,RiPP,SmbA;SmbB,7
2390,BGC0001684,Klebsiella variicola,other,0.13527707352408547,0.051668035238981246,0.0270906463265419,BGC0001887,RiPP,N-acyloxyacyl glutamine,4
2391,BGC0002445,Armillaria gallica,terpene,0.13509597971749365,0.05320600531995297,0.028771767392754555,BGC0000480,RiPP,armillyl orsellinate;8α-hydroxy-6-protoilludene,5
2392,BGC0003083,Sphingopyxis alaskensis BR2256,RiPP,0.13473379210431002,0.04950999170541763,0.03144150599837303,BGC0001506,RiPP,sphingopyxin I;II,3
2393,BGC0001959,Streptomyces hiroshimensis,other,0.13364722926475914,0.051225104928016664,0.03331677243113518,BGC0001505,RiPP,taylorflavin A;taylorflavin B,10
2394,BGC0001174,Corynebacterium urealyticum DSM 7111,RiPP,0.13346613545816732,0.048298781737685204,0.026128223165869713,BGC0002354,other,corynazolicin,7
2395,BGC0000952,Streptomyces pristinaespiralis,hybrid,0.1331039478449837,0.05125033557415008,0.04369303584098816,BGC0002632,NRPS,pristinamycin IA;Pristinamycin IIA,48
2396,BGC0001974,Digenea simplex,other,0.13256066642520825,0.0490135233849287,0.02664935775101185,BGC0002635,RiPP,kainic acid;Kainic acid lactone,5
2397,BGC0002322,Citrobacter pasteurii,RiPP,0.13219847881202462,0.040346335619688034,0.005848399829119444,BGC0002150,RiPP,citrocin,4
2398,BGC0001307,Streptomyces leeuwenhoekii,RiPP,0.1320173850054328,0.05116909146308899,0.04069755598902702,BGC0000499,RiPP,chaxapeptin,7
2399,BGC0002354,Kutzneria albida DSM 43870,other,0.13165519739224918,0.04721180237829685,0.026128223165869713,BGC0001174,RiPP,huimycin,7
2400,BGC0002150,Streptomyces triculaminicus,RiPP,0.13147410358565736,0.03935461825458333,0.0002526253811083734,BGC0002151,RiPP,triculamin,3
2401,BGC0000472,Anabaena sp. 90,RiPP,0.13129300977906555,0.047541917860507966,0.031146541237831116,BGC0000487,RiPP,anacyclamide A10,14
2402,BGC0002151,Streptomyces griseocarneus,RiPP,0.13111191597247374,0.03933639059541747,0.0002526253811083734,BGC0002150,RiPP,alboverticillin,3
